CONS_NO,FLAG,user_score,pred_interval_start,pred_interval_end,interval_confidence,att_m01,att_m02,att_m03,att_m04,att_m05,att_m06,att_m07,att_m08,att_m09,att_m10,att_m11,att_m12,att_m13,att_m14,att_m15,att_m16,att_m17,att_m18,att_m19,att_m20,att_m21,att_m22,att_m23,att_m24,att_m25,att_m26,att_m27,att_m28,att_m29,att_m30,att_m31,att_m32,att_m33,att_m34
E34D1B467A365835A4A8AAD9395D49AA,1,0.6087789,9,31,0.03601067256101448,0.008424933,0.008451908,0.009296212,0.009422236,0.009231253,0.021873077,0.04919683,0.0342869,0.011976699,0.14080639,0.23963767,0.041631248,0.027298573,0.018095745,0.0057136724,0.008311941,0.016032074,0.020200195,0.013957947,0.009804186,0.008978789,0.008946202,0.0112827495,0.015779238,0.02434723,0.02519093,0.026217196,0.01242525,0.0049875905,0.0102400975,0.046992633,0.091367915,0.0033008743,0.0062936572
9F61C13255D1183B179753742A24BFAD,1,0.73227304,30,33,0.12298688851296902,0.008405915,0.007135366,0.0075466614,0.012183873,0.011179613,0.00733204,0.010977245,0.006244489,0.005367802,0.014198183,0.008934696,0.010537724,0.007433829,0.0077595823,0.00711646,0.011697168,0.010000905,0.009401524,0.008458197,0.0067929067,0.019464511,0.036442164,0.04251488,0.03764558,0.032460447,0.021830464,0.044989634,0.025037162,0.024456225,0.044507224,0.08003889,0.13240701,0.15505913,0.124442525
F1D26619E4BC428924BAF5261F705D18,1,0.99333256,33,33,0.9456399083137512,0.00028776767,0.0002712451,0.00016642682,0.00016757047,0.00022456427,0.000254545,0.00037177576,0.00038332088,0.00027163778,0.0006263213,0.00023859282,0.0010512451,0.0017608854,0.0006502328,0.0013091906,0.004908807,0.0019304238,0.0019029718,0.003078425,0.00025670786,0.00015948871,0.00013218762,0.00018275481,0.00036791782,0.0002475976,0.00052028795,0.00041778688,0.0004381228,0.00039072894,0.00050779653,0.0009620515,0.0060225637,0.023898304,0.9456399
EB2DCE9143BF42A1C7E5E218BB77B6A6,1,0.91626465,31,33,0.2756371746460597,0.0013843055,0.0010908436,0.0009229175,0.0007880709,0.0005393502,0.0016123852,0.0024935391,0.0036255356,0.00319673,0.004806578,0.0064896885,0.0051445044,0.004178065,0.003471436,0.002449004,0.0038935235,0.0045481715,0.0014225307,0.003390199,0.004856495,0.007920039,0.007845996,0.0033528085,0.0031260152,0.0044099125,0.008236757,0.009694824,0.0052688033,0.00721203,0.014317258,0.04140021,0.2112501,0.17449413,0.4411673
E89F2AD4B103F2E2045EE0F4E60429BC,1,0.80977184,32,33,0.20410064607858658,0.0025882344,0.0030982974,0.0023359077,0.0033320396,0.0068697245,0.010807869,0.023254456,0.07795908,0.02279447,0.060636334,0.006504292,0.0023628783,0.003300392,0.003091074,0.002052952,0.0017303524,0.0029360175,0.00413111,0.059313305,0.017996032,0.011169465,0.012761012,0.012378463,0.0074916384,0.030244574,0.014925976,0.020527711,0.004885235,0.0058789104,0.0054927915,0.07242907,0.07651903,0.27025145,0.13794984
441D4A577AAD02F6C003644640C2619C,1,0.18366711,7,14,0.09118959633633494,0.009457446,0.006579341,0.005654968,0.015880033,0.025814395,0.03147798,0.059993733,0.08029624,0.06089886,0.08581639,0.07662091,0.17068051,0.1164012,0.06299902,0.075803645,0.0539697,0.011759559,0.012700783,0.0030678557,0.002285195,0.0018670714,0.001963641,0.0026546863,0.0068052723,0.003994062,0.001299655,0.0016749987,0.001702302,0.0019314984,0.00036225858,0.00013535943,0.00013485884,0.0041855886,0.003131013
A9601F29D6AE4544F52BD5CB56426E3F,1,0.810027,31,33,0.24210580190022787,0.0065514008,0.0030394942,0.0019149586,0.001337544,0.0027873365,0.004847422,0.008542221,0.0087861605,0.013992945,0.009512471,0.011574589,0.0118002435,0.0075452807,0.004603092,0.005921568,0.0034540563,0.0039141565,0.008263305,0.008141244,0.0069498154,0.0067818994,0.0063187517,0.006424752,0.010725591,0.01721439,0.015139506,0.012330913,0.0131000085,0.011479636,0.013848471,0.026839307,0.10775986,0.3410576,0.27749994
93D2F9BC41BF6CAF05D11345D58C383A,1,0.9553433,32,32,0.6387094259262085,0.011522136,0.0075808517,0.0035562618,0.01153485,0.0068597565,0.01399534,0.03696078,0.0060391626,0.014607985,0.0069031417,0.007378457,0.0074153366,0.008046382,0.008839907,0.009063159,0.008318362,0.007394367,0.0063747833,0.005751217,0.0053562797,0.0050377566,0.0053555113,0.0056754597,0.0061767898,0.008463409,0.00395918,0.050244756,0.006238051,0.005084207,0.012363209,0.0094673345,0.0142977815,0.6387094,0.03542851
369006719ADC2204345D5A156D19821D,1,0.505301,0,33,0.02941176529480692,0.10300866,0.07761053,0.02158132,0.015215673,0.019844403,0.042102944,0.02039955,0.01441254,0.023609858,0.036161352,0.041504234,0.04525153,0.0443487,0.04266883,0.044103883,0.031245477,0.032459974,0.028324213,0.012131545,0.0082393605,0.00684545,0.009207609,0.010521842,0.00931225,0.013880981,0.012756211,0.0029506437,0.014593024,0.010960818,0.016613781,0.012669749,0.04424353,0.0497776,0.081441954
720FAD7A2EA8095703804E9C897F159E,1,0.07549655,8,13,0.14084934443235397,0.000989561,0.000452547,0.00032192387,0.0003939035,0.0006892652,0.0015208935,0.007161663,0.047547188,0.10587128,0.13895352,0.16138159,0.1645858,0.15192005,0.122383825,0.07126785,0.019357506,0.0021568881,0.0003949605,0.00019171873,0.00013446365,0.00012308451,0.00015436283,0.00020059345,0.00020228821,0.00015882782,0.00013962992,0.00013115405,0.00014012083,0.00016708838,0.00017966819,0.00018094892,0.00017960841,0.00019015874,0.00017614067
CFA8145DAF03AEC0B30D415E81F95937,1,0.27621672,6,11,0.06314421196778615,0.027732808,0.032887105,0.033693314,0.03463395,0.043934654,0.049039226,0.054178663,0.062375348,0.06919511,0.07201626,0.06548085,0.055619042,0.04731075,0.042012982,0.035741545,0.0269841,0.021434346,0.017254813,0.011734153,0.008536554,0.015027179,0.011083639,0.042980783,0.046322312,0.0021199684,0.001357533,0.0040905452,0.0039993525,0.0064886967,0.022291902,0.013466067,0.011639909,0.003720623,0.0036159887
5C897FDAC2DB3B33B1EC83273F5F08C7,1,0.13659477,5,13,0.09367063807116614,0.0006057093,0.00057534536,0.00044290922,0.004042415,0.04554623,0.10441113,0.111231156,0.08798743,0.077529006,0.08162604,0.100933634,0.11021932,0.094837695,0.074260324,0.047902178,0.041388415,0.008206766,0.0013988989,0.00046252197,0.00045330482,0.00042764808,0.00091883395,0.00090779114,0.0004290695,0.00016863292,9.75044e-05,4.4787736e-05,0.00022985191,0.00081573165,0.0006788626,0.0005190843,0.00024238868,0.00023309569,0.00022631958
78AA6CB5B9C2AF38C3C0707C82834FB5,1,0.8189066,32,33,0.2274475395679474,0.016070122,0.0108075,0.024399737,0.0070992657,0.019306397,0.01835132,0.013204185,0.016564745,0.01729731,0.018102497,0.024386326,0.023715548,0.022100538,0.018645529,0.019468691,0.018459946,0.025520155,0.017990276,0.010521328,0.012941463,0.0114286,0.009572625,0.011974882,0.013351337,0.016690793,0.010127426,0.018556438,0.01811675,0.014682928,0.018622542,0.0036744815,0.0433533,0.12784576,0.32704931
BC0A840A5A34E044B9920F557D9A2111,1,0.9800212,32,33,0.43909361213445663,0.00054677925,0.0010698279,0.0016081721,0.0019532416,0.0009817784,0.0017693781,0.0032953774,0.0033475335,0.002539775,0.0018849443,0.0022031926,0.002022387,0.0026998443,0.0024710924,0.0016522644,0.0021289706,0.0010383441,0.00087343826,0.00031730087,0.00018093981,0.0001392361,0.00014619829,0.00016805253,0.00024017916,0.0015049628,0.0022264235,0.006972293,0.004939009,0.008466902,0.0035353105,0.008483718,0.050405893,0.6788486,0.1993386
51EAAC77A3247A422C4BF350D645EB88,1,0.9280161,27,33,0.11114879172029239,0.0037975165,0.0051290486,0.003559189,0.0057822964,0.004975672,0.0045845928,0.0051973537,0.003973521,0.010132272,0.00422191,0.004354165,0.0061344304,0.00460498,0.007098566,0.006074801,0.005238387,0.005452629,0.004850438,0.00508867,0.09081279,0.0048240907,0.0047758976,0.0049557844,0.004012377,0.0055002,0.0041451715,0.002681679,0.2521143,0.004522991,0.015309433,0.009136738,0.013102866,0.22736976,0.25648546
D9C351E2175E2A50A7B699080D895D32,1,0.7488811,9,33,0.03594759726896882,0.023143452,0.010074064,0.0065283687,0.0023861574,0.0073317033,0.022914827,0.010873453,0.008646737,0.009411404,0.06994449,0.011260006,0.007411922,0.009907,0.010284741,0.008066174,0.0079579875,0.0119158,0.0067987824,0.0062100273,0.009735426,0.0102607645,0.009479447,0.01181036,0.019677335,0.03610961,0.045954626,0.043624878,0.025357004,0.0452211,0.04336539,0.12632464,0.08482609,0.109511554,0.12767477
29682C581F0A0D250A15299ED45ABAAB,1,0.91209936,31,33,0.2116685708363851,0.051967077,0.047936827,0.039147954,0.0074548908,0.0037070457,0.0032158233,0.0054063885,0.00827148,0.00797329,0.014752669,0.014568578,0.012239243,0.010012496,0.0061043617,0.004585267,0.0050063375,0.007290468,0.004419388,0.00445895,0.005183415,0.0048112245,0.0049885157,0.005907935,0.0071076984,0.012467697,0.010122203,0.015717087,0.009435497,0.007675213,0.005798687,0.017260527,0.11102573,0.108857654,0.41512233
1AB6DF6673AF0D809B3FA523C1E7B2D0,1,0.97192645,32,33,0.40359795093536377,0.0028593102,0.002981263,0.003065307,0.0033428452,0.0035398514,0.0034861495,0.00466459,0.0038947838,0.0034340383,0.0043259305,0.0050134696,0.004322122,0.004827862,0.0038242226,0.0044480716,0.004881828,0.005847142,0.005878436,0.004583718,0.00635368,0.0038034983,0.0053226193,0.0036980934,0.0067153564,0.004175045,0.0030165808,0.005714243,0.004615089,0.004912652,0.007995976,0.005734376,0.051525906,0.5214392,0.2857567
CC729BD06C7E8086E700CCCDDDC6D1AA,1,0.9823706,32,33,0.43421801924705505,0.0004919359,0.00040578636,0.00018839224,0.00033963003,0.001692526,0.0010381712,0.00079325744,0.0030337493,0.0024548122,0.0022397772,0.001980237,0.0015263767,0.0009219519,0.0005902808,0.0008163992,0.0011786892,0.0016165029,0.0011674188,0.0048230044,0.0017025737,0.00066407607,0.0009356131,0.0007700156,0.0016315104,0.0017207509,0.001857347,0.009441337,0.0057663782,0.010799443,0.0048130224,0.009288246,0.054874785,0.65290797,0.21552807
7343CAADA8D069F90EBED43D7119DE44,1,0.9334739,32,33,0.33713293075561523,0.0022116425,0.0057708668,0.0042457012,0.010135216,0.006082185,0.011057996,0.009901118,0.031014152,0.0057911747,0.015730888,0.007868004,0.00651886,0.005927019,0.0047470736,0.005643376,0.006777142,0.0071426365,0.0068075745,0.008734861,0.005415918,0.0048497855,0.004900173,0.006679034,0.015200892,0.012891479,0.013306834,0.010344016,0.006569283,0.007101575,0.010316115,0.00798068,0.058070846,0.2826793,0.39158657
F6345430CBBC081D1E522D23DC547D42,1,0.9922861,33,33,0.9519040584564209,0.00012542529,0.00014812108,0.00015312743,5.6578807e-05,0.00012778789,0.000295238,0.00020625797,0.00027633712,0.00013532845,0.00012867105,0.0001226725,0.0002639869,0.00016045825,0.00027816842,0.00019327036,0.00015630448,0.00015377263,0.000104511004,0.00026347558,0.0010301257,0.00032766184,0.00026903677,0.00043588906,0.0009842091,0.0004863475,0.0008361997,0.002749456,0.0008676629,0.0018451407,0.002415071,0.0033479694,0.009196285,0.019955257,0.95190406
7F8F1912B41BAC18D24EB382D9F3FA75,1,0.3048552,13,13,0.22343795001506805,0.024118735,0.049856976,0.046297096,0.0505386,0.047957633,0.02818628,0.036872588,0.05285518,0.054774527,0.04771759,0.045552596,0.052292738,0.05592145,0.22343795,0.030503096,0.011360514,0.025597163,0.0153579535,0.0045096073,0.00260029,0.021935921,0.032461714,0.026446294,0.0030343726,0.001667684,0.0005776593,0.0012698824,0.0011462223,0.001193355,0.0010366756,0.0007805804,0.0005817564,0.00065897254,0.00090039783
49A61B0E884F41D891DEB63DB7840CD8,1,0.5869498,30,33,0.07205196842551231,0.015475742,0.019653276,0.022091532,0.028409844,0.028962154,0.019863104,0.01980884,0.034226593,0.019606663,0.022908267,0.020325309,0.021538852,0.019093491,0.022433486,0.017086014,0.016164472,0.018189576,0.016680561,0.03236526,0.034091312,0.027010528,0.023485698,0.026839964,0.031119376,0.029003844,0.024947733,0.019162824,0.019074364,0.026053758,0.036119744,0.057417188,0.032265153,0.10388827,0.09463726
564C77BEBFD6D10631BD7F7AF81D529B,1,0.7508346,8,33,0.03364640078507364,0.006167086,0.009004386,0.009981534,0.009769409,0.010540201,0.012969135,0.013253008,0.05350887,0.13780986,0.0152445575,0.0121229915,0.011999009,0.024687659,0.02596975,0.021919392,0.024551548,0.0121177165,0.007119426,0.007992221,0.006439358,0.022908095,0.044588573,0.027240532,0.02295148,0.020422002,0.021734275,0.030734088,0.010494942,0.014529783,0.014237474,0.018496536,0.02306623,0.17686231,0.11856661
DD20733C633A11BBFD99DBF899816B00,1,0.6902016,2,33,0.03045116599969333,0.012412006,0.013150657,0.11325251,0.013474601,0.030240612,0.026206564,0.023303827,0.0197902,0.024335213,0.027998688,0.028459642,0.027647749,0.025472214,0.023302998,0.021961983,0.020830467,0.020021027,0.018201143,0.017307026,0.016744165,0.016180437,0.016088683,0.015326496,0.013385526,0.008316414,0.004735313,0.0032204303,0.008290631,0.0056196484,0.013725353,0.043546572,0.09324756,0.05544268,0.17876093
A115F9030C968DEBC5618C1359417029,1,0.9103602,31,32,0.276030033826828,0.0021544064,0.003538198,0.004470162,0.008150873,0.006695748,0.0064287577,0.00620321,0.0052004196,0.0074644615,0.0060916045,0.0065375753,0.0076139104,0.0063959137,0.0070567545,0.006792391,0.008047771,0.008428488,0.015356708,0.011419358,0.009021032,0.0063825683,0.00578492,0.01463134,0.008263068,0.012295766,0.008522208,0.07948535,0.018416379,0.015533625,0.019373167,0.046706844,0.28004164,0.27201843,0.06947688
6DA2BD4913B637B27F7966BFF2404805,1,0.9636489,31,33,0.2846718728542328,0.0023890526,0.00033181763,0.00019042293,0.00067129114,0.0010721608,0.0012632172,0.001771374,0.0018841466,0.0018835564,0.0030939174,0.002223311,0.0023275292,0.004241811,0.0023637451,0.0017156814,0.0017038727,0.00171305,0.0020007528,0.0013380122,0.00091975846,0.00035091038,0.00037530932,0.000501396,0.00076451065,0.0014261748,0.0021616416,0.016840884,0.0050690565,0.020807737,0.008245683,0.05434262,0.5940789,0.1270202,0.13291653
5B214DB7CE265C5F8C644029A1A1076C,1,0.97008646,32,33,0.4086659401655197,0.0025239373,0.0021445702,0.00287935,0.0022855692,0.0029826888,0.0051603597,0.00680794,0.0051070973,0.0031738284,0.0032492345,0.0038521104,0.005166564,0.0042142803,0.0038866927,0.0040713525,0.0028997017,0.0029923604,0.0041847313,0.004889443,0.007868889,0.0046047703,0.0030981458,0.0021879612,0.002526948,0.0040279054,0.0057012597,0.005747688,0.004004396,0.008025525,0.010961436,0.016525505,0.034915943,0.40484548,0.4124864
4200327E5378E4CFB04D01982540A6CF,1,0.86144876,31,33,0.18025141706069311,0.005952568,0.0059613846,0.010271411,0.010848936,0.019487424,0.008514361,0.009912477,0.005948453,0.009291103,0.009408417,0.01875844,0.015938768,0.014420358,0.008254039,0.015265926,0.0107790595,0.01653988,0.0091926865,0.008581637,0.0077615282,0.00603618,0.0059278314,0.007943155,0.01103017,0.020157203,0.012435137,0.04732193,0.03289983,0.041026413,0.030848093,0.022531023,0.087250955,0.18562214,0.26788116
1BC425A74948B48CED2DD171224E219C,1,0.93887544,5,5,0.545179009437561,0.0009200751,0.0024395671,0.0016524766,0.0026331674,0.0036921846,0.545179,0.049800057,0.032353636,0.003592094,0.0028045762,0.0054454426,0.079566434,0.08469528,0.06182647,0.03260243,0.0031379438,0.0013138255,0.0021519023,0.001330081,0.005204357,0.0011385148,0.0013597581,0.000688836,0.0010073954,0.0059016556,0.0013235146,0.0012273748,0.0018852834,0.0051605264,0.0014001355,0.0013092447,0.009284868,0.031932015,0.014039802
F6C89465277691CB56E0F829D98D8CE3,1,0.71073633,30,33,0.11000299826264381,0.0046180584,0.004419099,0.01193889,0.015578711,0.018225482,0.02069393,0.017145315,0.019225953,0.014445404,0.014742631,0.01484599,0.019997077,0.014751133,0.017683389,0.016758272,0.017669221,0.014360068,0.019794807,0.013569738,0.013243638,0.012958659,0.016704412,0.017247371,0.023185717,0.027038194,0.021239204,0.014443005,0.038272202,0.031276584,0.053915773,0.08038862,0.08883617,0.12138147,0.14940573
D04185D24F978E7F06215FA2908F0E15,1,0.92075,32,33,0.338623084127903,0.0107505545,0.016697614,0.011512164,0.007068349,0.010531855,0.009889842,0.008699112,0.010318583,0.013307876,0.0116478875,0.013835705,0.016056215,0.016587976,0.014661899,0.01308202,0.010657922,0.008758168,0.0066311737,0.0038667491,0.0059866537,0.004337208,0.006576326,0.0089125335,0.009179991,0.015229577,0.013190895,0.01669295,0.0071221734,0.006373079,0.003965542,0.0033842325,0.0072409576,0.15062453,0.52662164
37BBFCF96C1A9FF4B63BB4B0A3E8C878,1,0.94010717,31,31,0.6913921236991882,0.0010346682,0.0010177649,0.0011525366,0.0014410989,0.0017952913,0.0023986564,0.0023307484,0.0020029258,0.007484227,0.0040112035,0.0019164882,0.001197732,0.0016653875,0.0016805122,0.0021554388,0.0034644937,0.003247565,0.0013428138,0.02828733,0.0036673534,0.0049733133,0.02806112,0.004088397,0.00364329,0.0049728914,0.059523962,0.017849943,0.007477061,0.0073358896,0.0050499337,0.0042621456,0.6913921,0.055334445,0.03274127
2345E491E741D6D60089BA73AE0BFD35,1,0.90581113,32,33,0.3451561778783798,0.007047449,0.0017857833,0.0035931256,0.003280933,0.003054161,0.0053047077,0.006423375,0.008224221,0.0054413914,0.004474136,0.0073715346,0.0055296673,0.0064733126,0.0048259185,0.008760856,0.0119938515,0.014220526,0.016662847,0.010289634,0.008401142,0.006290386,0.006350814,0.0055685635,0.010455725,0.01179551,0.008417543,0.037238166,0.009338559,0.00580988,0.0052627507,0.008286259,0.051714916,0.319432,0.37088037
0AD91AED502EEC62BDC5A5880CCD9DEB,1,0.92993057,0,1,0.42456673085689545,0.41154453,0.43758893,0.015168785,0.0022316084,0.0015240513,0.0014006536,0.0017683958,0.0037039216,0.0026979363,0.0028704035,0.00301073,0.0029666661,0.0026928608,0.0024773194,0.0023677826,0.0021512327,0.0018620724,0.0015664467,0.0015112518,0.0015970375,0.0016221323,0.0019061692,0.0025511608,0.0034877716,0.0041855234,0.0025351257,0.005147121,0.004339555,0.0062553925,0.0034876917,0.004883536,0.021026071,0.0087915,0.027078515
BF58CD54CA0B4E3A8FD1209E09493F77,1,0.34988967,3,12,0.07090750243514776,0.004732401,0.0061390083,0.010596409,0.17586228,0.018593917,0.03280661,0.051823474,0.07039349,0.0665628,0.071738526,0.07716859,0.0769592,0.067166135,0.054593388,0.043694586,0.034345347,0.028779017,0.023805479,0.01753703,0.012513719,0.009260122,0.007638712,0.0068165115,0.0050790734,0.0036588167,0.0036895843,0.00415308,0.004391321,0.0048615835,0.0014578284,0.0009099232,0.0016016596,0.00034207455,0.00032828696
2784394B34492EF0D868028C887E263C,1,0.115119316,6,12,0.11207786521741323,0.006951678,0.0037077735,0.007647619,0.040654223,0.03427598,0.053456895,0.08893714,0.1438978,0.14391991,0.13230474,0.11335459,0.08574102,0.07638984,0.025038494,0.0057636215,0.01580562,0.009000941,0.002057315,0.0007748758,0.00038814932,0.00046288004,0.00088423793,0.0009944685,0.0004760998,0.00038296432,0.0002299204,4.6966376e-05,0.0008994857,0.0010320988,0.0017576242,0.0010498002,0.00030948868,0.0010436396,0.00036197403
8D32642A92C55B4F7C7DE4DD5CD13BAD,1,0.7205582,18,33,0.05006463790778071,0.030344447,0.032256305,0.026787996,0.004191865,0.0030362094,0.0035677182,0.0032320989,0.0023811862,0.0031779304,0.0043871296,0.005534428,0.010070688,0.0071614613,0.011739177,0.028223732,0.007707664,0.0051881187,0.0099777095,0.06542459,0.010912247,0.010346828,0.018210044,0.030553628,0.027371906,0.03475227,0.034724183,0.027153043,0.029066574,0.0997345,0.13706735,0.023280427,0.09375875,0.058242146,0.10043573
89F19286C28AF5EC6B36CAEC408CCCA1,1,0.57234514,31,33,0.06307421686748664,0.0063735233,0.0075464845,0.031260274,0.032633666,0.031487063,0.030803286,0.038959652,0.03017545,0.039113898,0.046164252,0.036718994,0.0323011,0.023108521,0.01971202,0.01734571,0.01654672,0.017932834,0.019959377,0.020568237,0.01833222,0.015389541,0.014166553,0.017008316,0.026411671,0.030447863,0.043521713,0.034788735,0.016461655,0.030840006,0.036634795,0.028063213,0.05174678,0.021338755,0.11613712
522CD12E4FD07B23C55E2E2F475D4AB0,1,0.79936314,31,33,0.1886415183544159,0.002597305,0.0027566603,0.002659938,0.002537614,0.0035310078,0.004397112,0.004300171,0.0070384173,0.0140547715,0.02641928,0.02792227,0.026191259,0.018223563,0.019274926,0.019173823,0.011204805,0.01327942,0.008342402,0.005206928,0.005507376,0.009638607,0.009846039,0.010395693,0.015496821,0.014882364,0.020260181,0.017111039,0.014620153,0.018914482,0.017731726,0.06055918,0.1596722,0.16696814,0.23928422
