CONS_NO,FLAG,user_score,pred_interval_start,pred_interval_end,interval_confidence,att_m01,att_m02,att_m03,att_m04,att_m05,att_m06,att_m07,att_m08,att_m09,att_m10,att_m11,att_m12,att_m13,att_m14,att_m15,att_m16,att_m17,att_m18,att_m19,att_m20,att_m21,att_m22,att_m23,att_m24,att_m25,att_m26,att_m27,att_m28,att_m29,att_m30,att_m31,att_m32,att_m33,att_m34
93D2F9BC41BF6CAF05D11345D58C383A,1,0.85265595,6,32,0.03276248081345801,0.01729579,0.0094065545,0.011978171,0.028297491,0.0078251,0.022999698,0.105131485,0.006403446,0.02564894,0.011668734,0.012248318,0.013551695,0.014502253,0.0146269165,0.014420129,0.013917534,0.013603975,0.014259855,0.014139079,0.013703552,0.013407919,0.013452686,0.01298644,0.010486188,0.012426306,0.0041339607,0.15767463,0.010844124,0.012425613,0.041201442,0.0060016685,0.0055740024,0.2961461,0.017610122
369006719ADC2204345D5A156D19821D,1,0.32434526,0,33,0.02941176387727918,0.10353714,0.1157007,0.03132065,0.02942655,0.020882247,0.0026210456,0.0068670805,0.0051709157,0.0062462883,0.00984448,0.05216169,0.086678214,0.047662847,0.041333195,0.074089445,0.051064745,0.037290297,0.002042529,0.019858986,0.014677254,0.010116242,0.013975357,0.014059046,0.0030850016,0.009928104,0.029227905,0.0014555897,0.0049182726,0.0010663494,0.012904914,0.021290893,0.030345395,0.022257553,0.06689305
720FAD7A2EA8095703804E9C897F159E,1,0.03869482,11,15,0.19117267280817032,0.00016212287,6.729542e-05,4.6473644e-05,6.4857006e-05,0.0001513739,0.00036416893,0.00050128845,0.00033976207,0.00022595163,0.00034198043,0.0037588174,0.10757976,0.21275325,0.24099085,0.22964957,0.16488993,0.035251897,0.0011931378,0.00029005075,0.00013821396,9.627969e-05,9.51934e-05,9.871332e-05,0.000106932195,0.00011708106,0.00010549466,9.240047e-05,8.037664e-05,8.434367e-05,0.00010007619,0.0001012519,7.6754164e-05,4.87601e-05,3.5510046e-05
CFA8145DAF03AEC0B30D415E81F95937,1,0.2170072,11,21,0.05966601351445371,0.0125585655,0.018565508,0.019520666,0.012190824,0.017356593,0.020654483,0.021341758,0.020751301,0.021873329,0.03524291,0.05168919,0.065048076,0.073327884,0.07174696,0.06832988,0.05988848,0.046189014,0.039335277,0.027524535,0.031778898,0.104742154,0.06841499,0.051154926,0.034053218,0.0005410825,0.00031284592,0.00010682466,0.00021011395,0.00041072417,0.0011064453,0.00073827273,0.0014650346,0.00065962714,0.001169637
5C897FDAC2DB3B33B1EC83273F5F08C7,1,0.37131137,5,16,0.05158693684885899,0.004842339,0.0028810604,0.0020602974,0.016003992,0.015616208,0.050886218,0.051549062,0.07576668,0.0774992,0.07180651,0.031564474,0.05641925,0.046013247,0.035618067,0.025686529,0.034531895,0.061702102,0.02952352,0.043931704,0.032001328,0.013610035,0.028509533,0.019568438,0.011705484,0.0080939885,0.010117674,0.004715965,0.009955254,0.017771514,0.019549236,0.0293794,0.018044366,0.020692935,0.022382395
78AA6CB5B9C2AF38C3C0707C82834FB5,1,0.83896667,32,33,0.26130204647779465,0.021470934,0.02165446,0.045029193,0.0336747,0.022137702,0.01421173,0.0051636454,0.0020192373,0.009875424,0.009025332,0.02733595,0.0286126,0.020363213,0.0175999,0.022380238,0.017044228,0.01571951,0.0161329,0.009683913,0.006964452,0.010701174,0.00891716,0.009108521,0.011425276,0.00458671,0.006312579,0.0060744137,0.004200905,0.0074973633,0.005410628,0.008876832,0.028185146,0.1504188,0.3721853
BC0A840A5A34E044B9920F557D9A2111,1,0.99579525,32,32,0.9641819000244141,0.00038501102,0.000587219,0.0015023805,0.0016620593,0.0004944311,0.00044642008,0.0015009248,0.0007194922,0.00041148407,0.00048592017,0.00036472717,0.00023351243,0.00080822856,0.00018918855,0.00023436712,0.00078246935,0.001016863,0.0021536828,0.00061847264,0.00045099686,0.0003157351,0.00029256273,0.00032094002,0.0004989536,0.00026029506,0.00025800875,0.0008619037,0.00041549362,0.0012695045,0.00013322596,0.00062005536,0.010756605,0.9641819,0.004767178
51EAAC77A3247A422C4BF350D645EB88,1,0.95452887,32,33,0.3802700489759445,0.0024414188,0.0023739294,0.001731704,0.002944218,0.0014630578,0.0015430241,0.0021097297,0.0018519018,0.0059237373,0.0018236062,0.001957558,0.002462128,0.0024677017,0.0029204215,0.0025694072,0.0020087217,0.0019081144,0.0019260147,0.0029768532,0.04711115,0.0031582525,0.0029128613,0.0029933134,0.002606554,0.002660048,0.0021537617,0.0022591355,0.09254711,0.0017879568,0.011044096,0.0047057313,0.018116614,0.34613213,0.41440797
D9C351E2175E2A50A7B699080D895D32,1,0.9097764,5,30,0.03739284545344372,0.0069986004,0.0016180506,0.0033079262,0.0029992377,0.0030813746,0.21408969,0.0030911728,0.028596278,0.047611475,0.19459663,0.005731064,0.0009982187,0.0070529333,0.0048385905,0.0019544687,0.01622004,0.02237106,0.0016169123,0.0017062841,0.0027799746,0.0021986451,0.0016231224,0.0019557897,0.0029940766,0.0033612717,0.003082277,0.002217901,0.0025277513,0.065057114,0.0018792303,0.332062,0.0043082763,0.0034808295,0.0019917649
29682C581F0A0D250A15299ED45ABAAB,1,0.87682813,31,33,0.18825468172629675,0.078288294,0.085525766,0.09587695,0.0017236905,0.00026067728,0.00025202933,0.0013598088,0.0037354096,0.0062323543,0.024277017,0.003745153,0.003225577,0.0019778651,0.0030619083,0.0035266317,0.0029930521,0.0008338932,0.001244997,0.0013504633,0.0023317696,0.0029969611,0.0027674688,0.0034652052,0.005957853,0.021284835,0.0067437296,0.01934477,0.008354755,0.0054102023,0.0017301852,0.035356674,0.11130841,0.0868322,0.36662343
1AB6DF6673AF0D809B3FA523C1E7B2D0,1,0.97012466,32,33,0.4246058911085129,0.002543813,0.0016602186,0.0015578188,0.002012153,0.0034814114,0.002170831,0.0018759219,0.01366093,0.004367414,0.0036356156,0.0029869333,0.0038729026,0.0031256212,0.0026746928,0.0027180985,0.0024324018,0.0025171146,0.0035262438,0.0033134893,0.004218136,0.0034805017,0.0044460907,0.0033379584,0.002786423,0.0023766852,0.0024672782,0.0046061166,0.0033486187,0.0034268622,0.0061920453,0.0013367241,0.044631135,0.2856368,0.56357497
CC729BD06C7E8086E700CCCDDDC6D1AA,1,0.9742439,7,32,0.03613165515707806,0.00064152176,0.00056299014,0.00040273773,0.0017690869,0.032811254,0.0016586052,0.002662396,0.25626794,0.002759631,0.001299786,0.0016461168,0.00076688296,0.0008250707,0.0010865718,0.0027396206,0.0009781936,0.00088293664,0.00086292526,0.007184676,0.0025839352,0.0014428996,0.0016483666,0.0015113774,0.003976225,0.0023477173,0.0013117263,0.005286275,0.0030396224,0.011447662,0.00091332366,0.0014573229,0.0073257796,0.61783046,0.020068288
7343CAADA8D069F90EBED43D7119DE44,1,0.98474497,32,32,0.734671950340271,0.0034702483,0.0024729504,0.0019278154,0.0043499153,0.0016832515,0.0023304878,0.004928498,0.008657112,0.002201141,0.017485991,0.004167017,0.0039177346,0.0033596186,0.0027700895,0.0032693339,0.0028910986,0.0027860932,0.0024630448,0.0027114549,0.0022577215,0.0023928015,0.0025346482,0.0030127564,0.004496719,0.0037429282,0.0032099555,0.0024548257,0.0020779157,0.001300233,0.000862436,0.0022173536,0.116086274,0.73467195,0.040838595
F6345430CBBC081D1E522D23DC547D42,1,0.99164,33,33,0.9305844902992249,0.0011873192,0.0004383073,0.00060700125,0.0014158391,0.0008057305,0.0023531439,0.00074496854,0.001292055,0.00061825267,0.0016842457,0.00061890634,0.0010565347,0.0007146339,0.0015971808,0.00072185206,0.00083855056,0.0004795028,0.0006164079,0.004082677,0.004532085,0.0015026206,0.0010860341,0.0012022535,0.0016548432,0.0004987681,0.0016465863,0.013071907,0.00094132934,0.00088113185,0.010537022,0.00255184,0.0061323084,0.0013036071,0.9305845
7F8F1912B41BAC18D24EB382D9F3FA75,1,0.40563336,6,12,0.055439352457012446,0.027589856,0.028694673,0.028834062,0.035818696,0.005605617,0.019985603,0.07645845,0.036972817,0.043080263,0.0512221,0.059408393,0.055893045,0.0650404,0.027743876,0.033715714,0.02440417,0.02758348,0.02520442,0.014372638,0.028391486,0.028709456,0.02367553,0.025456537,0.033832952,0.037366167,0.015505669,0.01681514,0.013840562,0.015551858,0.016842226,0.014328445,0.013511658,0.013139681,0.0154044265
49A61B0E884F41D891DEB63DB7840CD8,1,0.51737106,18,19,0.10218817368149757,0.017880898,0.019725604,0.012273128,0.012504349,0.0133204935,0.022012847,0.014014371,0.03790533,0.027285717,0.030663453,0.034997758,0.033089306,0.030990705,0.03835158,0.030210564,0.029232323,0.025191432,0.022002533,0.090066,0.11431035,0.041955657,0.041277207,0.032508757,0.031000538,0.030211007,0.021389488,0.015990142,0.013596479,0.012526809,0.016908158,0.023713676,0.012991905,0.03092913,0.018972337
564C77BEBFD6D10631BD7F7AF81D529B,1,0.84111243,8,8,0.5114392042160034,0.005348376,0.009138342,0.006656358,0.005350167,0.0039867293,0.018151527,0.032451335,0.0006586323,0.5114392,0.013893086,0.007781032,0.009804197,0.022835247,0.014040027,0.009515678,0.009448955,0.008558944,0.005588853,0.0019913618,0.0021450103,0.015237834,0.013368384,0.07165188,0.016085546,0.01018175,0.0075266934,0.0073638107,0.0063765254,0.006860872,0.005271137,0.0022141917,0.005266811,0.07320812,0.060603335
DD20733C633A11BBFD99DBF899816B00,1,0.8420133,31,33,0.19644961754480997,0.018789385,0.017206397,0.018323448,0.02846281,0.024621641,0.019390909,0.010805621,0.009143814,0.010160887,0.009963715,0.008787376,0.0076288166,0.00670132,0.006322578,0.0068619563,0.008776402,0.010605319,0.011352893,0.012041004,0.012609667,0.013079299,0.013227621,0.011776265,0.01061866,0.0069698337,0.005821677,0.0055895164,0.006263564,0.008138312,0.028960554,0.041649856,0.2594051,0.1923598,0.13758394
A115F9030C968DEBC5618C1359417029,1,0.9866043,32,32,0.7743046283721924,0.003909637,0.014366665,0.002772176,0.0012433637,0.0013522005,0.0025526818,0.0027487173,0.0016586415,0.008836083,0.0019254335,0.002415371,0.002137009,0.0014655351,0.0064789546,0.004771485,0.0027170877,0.0023844177,0.0050661406,0.0026316612,0.002037835,0.0021380591,0.0030362427,0.013196322,0.0029493594,0.0022489259,0.004219514,0.030828068,0.008780336,0.0026651036,0.0015551603,0.0019554936,0.009687341,0.7743046,0.06896436
6DA2BD4913B637B27F7966BFF2404805,1,0.9711837,31,31,0.6270924210548401,0.006486269,0.001981258,0.0026261262,0.012210593,0.006134167,0.004227081,0.0035542757,0.008217136,0.00789009,0.010767836,0.0054977294,0.0046750423,0.009037905,0.0038244673,0.008299222,0.005193862,0.0045208777,0.0041792844,0.009941118,0.008837658,0.0053761886,0.0056068553,0.005842583,0.0056067402,0.0024548438,0.0050357734,0.03231331,0.009984401,0.08804108,0.008657836,0.059607036,0.6270924,0.008859336,0.007419607
5B214DB7CE265C5F8C644029A1A1076C,1,0.6000099,7,29,0.03158315368320631,0.019903379,0.015560692,0.022930965,0.027515555,0.025435915,0.01725652,0.015672088,0.05019135,0.03467347,0.021265918,0.023540193,0.026654936,0.026760615,0.020556128,0.018180346,0.018082792,0.026234578,0.016427208,0.06783087,0.02801082,0.1079511,0.013450123,0.017693825,0.04251442,0.016797503,0.017939063,0.024635253,0.023870062,0.013482239,0.06966972,0.035106033,0.011718069,0.037955713,0.044532508
4200327E5378E4CFB04D01982540A6CF,1,0.95321244,13,32,0.04025141203310341,0.006187909,0.005336972,0.005197587,0.010282697,0.0047527323,0.06035839,0.010766785,0.013357374,0.015536289,0.014506571,0.004634293,0.012176055,0.0042274566,0.13110042,0.009242128,0.010956276,0.01509456,0.005983136,0.0057869744,0.0054076565,0.0048851725,0.0043128747,0.0033901266,0.003561634,0.003940131,0.0027341065,0.007222159,0.005385259,0.0063988166,0.0027911097,0.0040111514,0.05960305,0.5132215,0.027650626
1BC425A74948B48CED2DD171224E219C,1,0.9577606,6,7,0.3856581449508667,0.0017040138,0.003613933,0.0008182894,0.0023094786,0.004814976,0.10910367,0.60691226,0.16440403,0.0025771183,0.0034193734,0.0033763165,0.012331454,0.015630536,0.012125557,0.0038995205,0.0022431589,0.0015412373,0.0030449189,0.0026215133,0.00396268,0.0009198547,0.0013570148,0.0011225516,0.0017951406,0.005752275,0.0025803538,0.0010345193,0.0020519712,0.0071968245,0.0023914343,0.0009400255,0.0037763903,0.006291905,0.002335677
F6C89465277691CB56E0F829D98D8CE3,1,0.5375205,17,24,0.07121117762289941,0.022921458,0.0133795915,0.008623677,0.009043295,0.012128221,0.011041016,0.009526079,0.015025608,0.012304324,0.023200298,0.025025813,0.057092,0.043256212,0.032546036,0.026096502,0.0321429,0.033330046,0.17182833,0.08666917,0.027321136,0.033740673,0.059485864,0.06204232,0.065781616,0.062820315,0.012022332,0.0017503045,0.0043706917,0.0030896931,0.0072902096,0.0075638685,0.002927377,0.0017945102,0.0028185914
D04185D24F978E7F06215FA2908F0E15,1,0.9122208,32,33,0.34680284559726715,0.021655535,0.021239176,0.01572543,0.01199561,0.009102766,0.0053113247,0.004270192,0.005574497,0.009174847,0.014094573,0.008580812,0.007260503,0.010827799,0.012689167,0.011826034,0.008982482,0.0069793514,0.007161992,0.011183449,0.0055626174,0.010460709,0.01024503,0.009943396,0.009624288,0.0038150907,0.004101357,0.0025940032,0.0037678739,0.001825237,0.0023783306,0.013414438,0.02502642,0.22561854,0.46798715
37BBFCF96C1A9FF4B63BB4B0A3E8C878,1,0.86977774,9,18,0.06842600088566542,0.0039617675,0.0037306095,0.0044441135,0.005394423,0.0059624547,0.0067531,0.00990166,0.008932776,0.02997003,0.149372,0.011556005,0.008724062,0.010709532,0.008527853,0.007331403,0.0075378967,0.009002923,0.0072624963,0.46423584,0.016292151,0.011599173,0.03340521,0.009379047,0.008924953,0.008610902,0.019626645,0.007982532,0.008297014,0.008012071,0.009383598,0.00957618,0.070048265,0.0065494156,0.009001897
2345E491E741D6D60089BA73AE0BFD35,1,0.8452377,26,33,0.06586998817510903,0.026369886,0.019600557,0.022888437,0.016111335,0.0145753035,0.01780441,0.010712315,0.018446596,0.015649818,0.011563268,0.02082904,0.011041883,0.008250584,0.009318812,0.014875392,0.015347139,0.015308865,0.03412905,0.011354969,0.011154175,0.019546203,0.02824109,0.01799468,0.02394361,0.023110203,0.034872487,0.2920029,0.017405773,0.01378721,0.010874249,0.007354929,0.0107126245,0.03907024,0.13575199
0AD91AED502EEC62BDC5A5880CCD9DEB,1,0.77136713,0,31,0.030600173835409805,0.2646388,0.2304898,0.043458275,0.007249632,0.003611868,0.0029391877,0.0060818386,0.011374304,0.0066074007,0.0063967113,0.010809402,0.022803547,0.037194617,0.03100774,0.016557792,0.010429481,0.009896651,0.010654064,0.010432259,0.009541118,0.009456525,0.009247154,0.009030842,0.009743222,0.015063145,0.010041659,0.013476903,0.006518266,0.019934945,0.012436797,0.013593112,0.09848849,0.012647041,0.0081473235
BF58CD54CA0B4E3A8FD1209E09493F77,1,0.24879672,8,18,0.057900008830157196,0.007136003,0.004051773,0.007115492,0.0044477256,0.010094706,0.005989643,0.009395073,0.015631922,0.059042297,0.06030002,0.05917387,0.063328445,0.0631529,0.06004295,0.056614205,0.05355754,0.052037176,0.05447291,0.05517778,0.0503654,0.0416429,0.034028567,0.030610828,0.02858854,0.027494485,0.024742246,0.022698468,0.022334047,0.015257642,0.00016893004,0.0010199291,0.00020170171,4.4839853e-05,3.9165574e-05
2784394B34492EF0D868028C887E263C,1,0.41195235,4,15,0.03985181885461012,0.02351009,0.018587237,0.03350154,0.03746192,0.04558816,0.04204771,0.034069628,0.03785951,0.04269267,0.031003725,0.032634813,0.03637191,0.026364924,0.014857287,0.08979186,0.044939633,0.035438094,0.038491536,0.029518854,0.020239875,0.02224382,0.034480006,0.031596627,0.025740275,0.025978344,0.0048632715,0.015898237,0.0169539,0.017864997,0.02241094,0.015388454,0.012367832,0.023151513,0.016090825
8D32642A92C55B4F7C7DE4DD5CD13BAD,1,0.7927106,11,29,0.04342251317575574,0.015372093,0.01941452,0.017550576,0.0038024012,0.002365752,0.008796895,0.003270852,0.0015438435,0.0025713567,0.002088157,0.0092121335,0.15267336,0.01480105,0.03169421,0.016545039,0.014134575,0.009083792,0.044158034,0.07308287,0.0052353796,0.004421377,0.006139356,0.027918842,0.13322951,0.0146865705,0.013897422,0.0055837533,0.013882367,0.026406089,0.21745415,0.008377882,0.05143962,0.005769775,0.023396378
89F19286C28AF5EC6B36CAEC408CCCA1,1,0.7407793,1,24,0.034350867848843336,0.024135988,0.08839895,0.045775663,0.020489858,0.01876451,0.012564817,0.020274168,0.055859968,0.015295617,0.07530974,0.019115211,0.016513139,0.011046915,0.009911574,0.00903901,0.008451702,0.0084184725,0.010137176,0.011242669,0.009831789,0.008688144,0.0085596815,0.011600557,0.024662597,0.3044689,0.06605457,0.014584543,0.012155067,0.012923999,0.012443839,0.004089788,0.0179706,0.0014095244,0.009811186
522CD12E4FD07B23C55E2E2F475D4AB0,1,0.8844785,31,31,0.47551247477531433,0.005927241,0.013852756,0.003286242,0.0048530977,0.0014536068,0.005351602,0.0024967233,0.0059433477,0.03634797,0.03756108,0.007042405,0.01129864,0.0072014984,0.013539951,0.006037172,0.0034990471,0.0036097006,0.0033439444,0.00674205,0.019510102,0.03834552,0.036620077,0.005987754,0.05612594,0.009864775,0.0843234,0.0056969626,0.0056970036,0.003620345,0.0038987054,0.02828806,0.47551247,0.03156008,0.015560681
C4915D7E6F71A05A21DCA56AA28EE9D6,1,0.7961709,18,33,0.048612140817567706,0.007448076,0.011678795,0.047882043,0.0040172664,0.012734773,0.008377841,0.016946012,0.06250468,0.0036301664,0.004431782,0.0044178036,0.0038472477,0.012741001,0.0037932731,0.0052182632,0.003436045,0.0024073136,0.0066934153,0.07566285,0.008262899,0.019640548,0.01857088,0.0047008675,0.010499933,0.0121102,0.012260894,0.009691965,0.1450816,0.050570562,0.048665013,0.059747946,0.20535553,0.010777174,0.0861954
