CONS_NO,FLAG,ss_rec_mean,ss_rec_max,ss_pred_mean,ss_pred_max,ss_rec_scale_mean,ss_rec_scale_max,ss_pred_scale_mean,ss_pred_scale_max,ss_rec_ref_pct,ss_pred_ref_pct,ss_rec_ref_z,ss_pred_ref_z,ss_rec_late_mean,ss_pred_late_mean,ss_latent_dist,ss_cluster_latent_dist,ss_cluster_latent_ref_pct,ss_nearest_proto,ss_top_month,ss_top_month_score,ss_abnormal_month_count,ss_max_consec_abnormal_months,ss_combined_score
9F61C13255D1183B179753742A24BFAD,1,0.7493334,2.177239,0.42130685,1.4769648,1.3048717,3.7913933,1.7274313,6.055813,0.529943,0.3674691,0.07432764,-0.29560196,0.6260555,0.33501682,2.671443,0.71977985,0.15488815,7,15,2.9448092,2,1,0.1486638964800234
F1D26619E4BC428924BAF5261F705D18,1,1.3761187,4.92352,1.0047472,5.4492955,1.9790863,7.0808372,3.390799,18.390165,0.85047865,0.81737494,1.5064712,1.4765036,1.4565554,0.8072057,1.5870322,1.1876307,0.61199266,0,14,9.933966,4,2,0.32758047217946784
EB2DCE9143BF42A1C7E5E218BB77B6A6,1,0.7116136,1.6210772,0.45703673,1.5887405,1.0434434,2.3769956,1.1474446,3.9887207,0.49469772,0.41827282,-0.011858407,-0.18707822,0.77525616,0.51291084,1.7647544,0.85567784,0.25600538,0,17,3.1604695,1,1,0.16566620348752337
E89F2AD4B103F2E2045EE0F4E60429BC,1,1.0705731,2.576606,0.75146043,2.9524088,1.668228,4.0150146,1.6022506,6.2950735,0.74226594,0.70384705,0.80832916,0.70718616,0.54419166,0.4112166,6.935243,1.9015217,0.8947803,3,8,5.5290146,2,2,0.33646317518245017
441D4A577AAD02F6C003644640C2619C,1,0.9486711,4.329716,1.2094828,4.8978558,2.84873,13.001548,2.326601,9.421679,0.67763245,0.8627345,0.529795,2.098355,1.6248317,1.8027896,2.2604864,1.4929417,0.77454394,4,23,8.006279,3,1,0.33268265706263017
A9601F29D6AE4544F52BD5CB56426E3F,1,0.7725439,2.0100555,0.56317014,1.8775811,0.8914781,2.3195064,1.1537341,3.8464913,0.5500684,0.5529324,0.12736145,0.13528483,0.9251855,0.64699066,2.1199818,0.6692431,0.124106616,5,28,3.587151,1,1,0.17414743784655062
93D2F9BC41BF6CAF05D11345D58C383A,1,0.8116355,2.7810562,0.60497737,2.662442,2.5240734,8.648697,4.171153,18.356806,0.58234644,0.59622777,0.21668193,0.26226753,0.9130183,0.8208368,1.5472578,0.9561444,0.34922725,0,4,5.443498,2,1,0.21796766234741302
369006719ADC2204345D5A156D19821D,1,1.1126387,4.3140864,0.66013455,4.646851,1.1706563,4.539041,1.3335536,9.387215,0.76259774,0.6442707,0.90444505,0.42979857,1.7176961,0.9669862,2.809918,0.68271035,0.13200197,7,30,8.9609375,1,1,0.21959389443426813
720FAD7A2EA8095703804E9C897F159E,1,0.13324833,0.23962459,0.086196914,0.14574362,0.99925053,1.7969829,1.1516626,1.947256,0.008282375,0.0017545217,-1.3333669,-1.3134443,0.17492278,0.11070037,2.655643,1.0407965,0.48295793,4,25,0.37195474,1,1,0.0688268372103922
CFA8145DAF03AEC0B30D415E81F95937,1,1010.48346,21817.613,1018.3656,22003.078,28.25186,609.99335,34.698334,749.7014,0.9524731,0.9526279,2307.2188,3091.5457,2797.2468,2831.489,10.903649,0.6781942,0.12931858,1,33,43820.69,2,2,0.29388698532020113
5C897FDAC2DB3B33B1EC83273F5F08C7,1,1.5743467,11.1556635,1.451186,10.182354,2.1016445,14.892044,1.7310623,12.146129,0.8742937,0.8804087,1.9594029,2.8324893,0.86132175,0.9118766,2.9769049,2.8958704,0.97636557,4,13,21.338017,3,2,0.3933355995797666
78AA6CB5B9C2AF38C3C0707C82834FB5,1,1.3567408,6.452124,0.89728403,7.815814,1.4249517,6.7765074,1.4481145,12.613836,0.84668577,0.7750858,1.4621947,1.1501018,2.1826966,1.2661136,3.6981456,1.6317263,0.82514125,7,30,14.267939,1,1,0.35192252471950297
BC0A840A5A34E044B9920F557D9A2111,1,0.8478141,2.7180002,0.57785606,1.928152,1.3462251,4.315852,1.2755071,4.2560287,0.6113476,0.56846505,0.29934648,0.17989096,0.649995,0.45849875,5.1137915,1.3979778,0.73308045,3,1,4.4950867,3,1,0.2740817534847356
51EAAC77A3247A422C4BF350D645EB88,1,1.153873,4.5551176,0.8695576,4.5962105,2.8179052,11.12418,2.1821415,11.534121,0.7815362,0.763088,0.99866134,1.0658873,2.2263353,1.4890866,2.7624717,1.0231316,0.43703073,7,27,8.922977,2,1,0.2841225454242552
D9C351E2175E2A50A7B699080D895D32,1,1.0776912,3.0472012,0.67719173,2.2027943,1.055257,2.9837675,1.4406135,4.6860805,0.7459298,0.6571458,0.82459337,0.481607,0.84809655,0.52893686,4.5475354,1.8425279,0.8826535,3,9,4.1507425,2,1,0.3284226429612463
29682C581F0A0D250A15299ED45ABAAB,1,0.9743465,3.3222632,0.6589241,1.5277972,1.0682147,3.6423283,1.151187,2.6691697,0.6927523,0.6432902,0.5884608,0.426122,0.7693453,0.55548614,5.4289837,1.3133572,0.68800473,3,0,4.723086,3,3,0.29028752893811116
1AB6DF6673AF0D809B3FA523C1E7B2D0,1,1.1162361,5.565324,0.7755658,3.9228332,1.3541456,6.7514915,1.6297158,8.243146,0.7645587,0.7170834,0.9126647,0.7804023,1.8106327,1.0644425,2.2467248,1.2798171,0.6686534,7,33,9.488157,2,1,0.3086924950983073
CC729BD06C7E8086E700CCCDDDC6D1AA,1,1.103612,2.5381696,0.7814444,2.7185614,1.0357177,2.3820212,1.2342838,4.2939415,0.7579792,0.72020537,0.88381976,0.7982575,0.91120464,0.6338513,4.2911315,1.784856,0.8688237,3,6,5.256731,2,1,0.3373561806370988
7343CAADA8D069F90EBED43D7119DE44,1,1.2998029,5.5850024,0.88135964,5.017457,2.3031104,9.896022,2.5491962,14.5122175,0.83388805,0.7682225,1.332097,1.101734,1.9979814,1.139054,4.5177093,1.5966862,0.8140207,3,30,10.602459,2,2,0.3474359482940922
F6345430CBBC081D1E522D23DC547D42,1,0.77700627,2.5313172,0.5564409,2.286868,1.0433083,3.3988712,1.2597818,5.1774673,0.55360323,0.5450112,0.1375575,0.11484583,1.0197525,0.7309098,1.6211596,0.8551343,0.25564414,0,32,4.239449,2,2,0.19267524180304796
7F8F1912B41BAC18D24EB382D9F3FA75,1,109.59241,2184.3535,108.25947,2290.2068,3.936202,78.454865,6.2099175,131.3695,0.9378951,0.9383595,248.77019,327.2454,24.414766,15.30006,10.74944,1.3535951,0.7098331,1,13,4474.5605,1,1,0.37229724748847515
49A61B0E884F41D891DEB63DB7840CD8,1,0.35376722,1.4874802,0.23767477,1.4041868,1.7677624,7.432887,1.8892652,11.161812,0.1570555,0.12717703,-0.82950264,-0.8533547,0.30053923,0.19862942,1.4102172,1.0177693,0.40844235,0,17,2.891667,2,1,0.09622601267570197
564C77BEBFD6D10631BD7F7AF81D529B,1,3.5228865,46.443527,3.9766865,46.84111,1.8483354,24.367294,2.8645325,33.741127,0.90553963,0.90564287,6.4116273,10.503289,2.7198439,2.5915122,3.2157362,2.8960218,0.97636557,7,7,93.28464,1,1,0.401571174320619
DD20733C633A11BBFD99DBF899816B00,1,1.7662814,11.352676,1.2781731,8.049297,1.4980471,9.628615,2.301192,14.491763,0.8859561,0.8703202,2.3979552,2.3069906,3.294358,2.3155339,3.300224,2.0589144,0.9211239,7,31,16.494663,3,3,0.38551642417262105
A115F9030C968DEBC5618C1359417029,1,0.6547424,2.2046232,0.49672362,2.1945252,1.1707269,3.9420257,1.297005,5.730169,0.44010115,0.47173414,-0.14180352,-0.06653572,0.846725,0.6733703,3.738984,1.5126747,0.78280056,7,25,4.3991485,2,1,0.2422631094671734
6DA2BD4913B637B27F7966BFF2404805,1,0.86420155,2.9859297,0.57512194,2.2168922,0.9622836,3.3248162,1.3279796,5.1188927,0.6225198,0.56562686,0.33679023,0.1715865,0.92254376,0.6752282,3.5532565,1.4099069,0.73901486,7,25,4.028741,3,1,0.2761615042858091
5B214DB7CE265C5F8C644029A1A1076C,1,0.79468524,2.207801,0.58794016,2.230815,0.990633,2.7521844,1.5678629,5.9489255,0.56823283,0.57984364,0.17795224,0.21051976,0.64696985,0.4836758,2.5507927,1.1509025,0.5824496,5,2,4.438616,1,1,0.24750605868526346
4200327E5378E4CFB04D01982540A6CF,1,0.9344372,2.2919614,0.6042082,2.7815464,1.1302679,2.7722895,1.6578898,7.632299,0.66919523,0.59550536,0.49727193,0.25993124,0.9042304,0.64041245,5.933771,0.5641913,0.06801352,3,30,5.073508,2,1,0.18954524409117932
1BC425A74948B48CED2DD171224E219C,1,1.8892102,5.9368443,1.4946,6.016172,1.2233512,3.8443816,1.1483847,4.622561,0.8893619,0.88206,2.6788356,2.9643526,1.4719725,1.2216009,2.2312965,1.7204757,0.8509173,0,5,11.953016,1,1,0.3774933660859707
F6C89465277691CB56E0F829D98D8CE3,1,0.34067744,1.3994293,0.23821294,0.9383211,1.1366775,4.6692257,1.1821985,4.656681,0.14652836,0.12766726,-0.85941154,-0.8517201,0.41337445,0.31129107,1.7428195,1.2916857,0.6760327,0,26,1.7223444,2,1,0.13375517788022404
D04185D24F978E7F06215FA2908F0E15,1,1.3164036,9.973208,0.7904477,8.771467,3.1354136,23.754211,2.7603867,30.631554,0.83806795,0.72513354,1.3700281,0.8256037,2.8527184,1.622064,3.742996,1.8650103,0.88752997,7,30,16.055128,2,2,0.3524759849822595
37BBFCF96C1A9FF4B63BB4B0A3E8C878,1,1.6718916,5.551829,1.574349,6.627599,1.197679,3.9771173,1.6789626,7.067995,0.88128597,0.884795,2.1822836,3.2065773,1.4104886,1.4078255,6.22127,1.6602665,0.83350104,3,19,12.179428,1,1,0.37417694641720034
2345E491E741D6D60089BA73AE0BFD35,1,0.69597876,2.2906594,0.54580677,2.229805,1.3118956,4.317813,1.911839,7.8105083,0.4796553,0.53242,-0.04758249,0.0825464,0.8099709,0.56410193,2.487749,0.9393343,0.3341848,7,1,4.5204644,3,2,0.19150467309692965
0AD91AED502EEC62BDC5A5880CCD9DEB,1,0.97935283,2.203732,0.5734293,1.3457893,1.1584237,2.6066754,1.2000183,2.8163397,0.69566786,0.56369174,0.59989977,0.16644534,0.67975736,0.47256303,3.8750987,1.0274459,0.44518408,2,5,3.1369154,0,0,0.24372653024648144
BF58CD54CA0B4E3A8FD1209E09493F77,1,117.68907,3618.6497,120.125206,3598.4724,8.771456,269.70068,8.542858,255.90996,0.93830794,0.9389788,267.27026,363.28564,14.790048,15.591328,8.0180855,2.5496569,0.962123,6,3,7217.122,1,1,0.4092147622286572
2784394B34492EF0D868028C887E263C,1,3.7270515,51.723183,3.8468525,35.575005,2.9026098,40.28177,2.8316395,26.186497,0.90677816,0.9051268,6.878124,10.108939,3.7056754,4.57644,2.9476838,3.2131026,0.98469955,4,13,87.29819,2,1,0.4028916420669559
8D32642A92C55B4F7C7DE4DD5CD13BAD,1,1.5723495,2.7631295,1.2537345,3.8313508,1.2057185,2.1188397,1.6970842,5.1862063,0.8741389,0.86797225,1.9548397,2.2327623,1.7110262,1.5635858,2.8284893,1.5819706,0.8090668,2,28,6.5890512,2,2,0.3671223461319913
89F19286C28AF5EC6B36CAEC408CCCA1,1,0.7089286,3.2533321,0.5272879,2.5605383,1.3796054,6.3311243,1.774967,8.619335,0.49191114,0.510411,-0.017993396,0.026298337,1.0630085,0.7482349,2.3599553,1.2447218,0.64777976,7,33,5.8138704,1,1,0.23577895936029908
522CD12E4FD07B23C55E2E2F475D4AB0,1,1.0981404,1.7835335,0.8660897,1.8294919,0.99544007,1.616734,1.1257068,2.377896,0.75498617,0.76141083,0.87131774,1.055354,1.0500424,0.7874484,3.2414305,2.6578724,0.96754134,7,1,3.6130252,2,1,0.35731123542304216
C4915D7E6F71A05A21DCA56AA28EE9D6,1,0.4177875,1.2782052,0.30313197,1.0414312,1.0923038,3.3418624,1.1237477,3.8607137,0.2103104,0.20561446,-0.68322253,-0.65453905,0.30035666,0.23013087,3.4386377,1.1828129,0.60869,7,19,2.3196363,2,1,0.14460235192835566
024BF86C8D931ABAAF626317DC2E67DA,1,5.715474,27.960268,6.5934725,17.491655,1.1495886,5.6238203,1.202373,3.1897454,0.9122997,0.91245455,11.421477,18.451353,7.379705,7.616753,5.6132364,3.5060134,0.99073714,6,22,44.329723,1,1,0.4056476997502592
1C090A25BA5991349EB940D839A3084A,1,1.0854633,2.1565812,0.72288,2.2808173,0.90773773,1.8034788,1.0805824,3.4094326,0.7490518,0.686276,0.84235185,0.6203777,0.9604368,0.7799522,7.2791786,2.1197793,0.9286839,3,25,4.4373984,3,2,0.33983153900466095
69347E9D3953D22D3C52B964B1270935,1,1.422565,3.3877857,1.0794177,4.112195,1.0884352,2.592068,1.1139928,4.2439137,0.85765153,0.83827436,1.6125965,1.7033033,1.0960392,0.8955503,7.265835,2.0832837,0.92427176,3,13,7.499981,1,1,0.377176667599728
C2D753CC4560F1A6A9099F6859E6E728,1,1.4344102,2.1364834,0.9553464,2.4311883,0.9212466,1.3721515,1.1424514,2.9073377,0.85956085,0.79869443,1.6396617,1.3264569,1.0874921,0.8714412,7.302266,2.132596,0.9301804,3,13,4.567672,1,1,0.37254637015138414
4BA0F954979FABF38CF0C6CDDD4EBBDC,1,1.0098137,1.7986877,0.88877565,1.9703954,1.0300927,1.834809,1.1187316,2.4802027,0.7121552,0.7709833,0.6694998,1.1242589,0.9251475,0.8610869,3.2700377,2.9353173,0.97752666,0,6,3.5804563,1,1,0.3539179743823954
54624750B7C0A353A21A509B0582C49A,1,1.1339921,3.94374,0.80572647,1.8845235,1.054365,3.6668174,1.061635,2.4830713,0.77317643,0.7333901,0.9532354,0.87201047,0.9651733,0.8462627,7.3304734,2.3258882,0.948319,3,0,4.8258533,1,1,0.3530773020900377
2A37DDA40193664AB77AD2CDB3427365,1,0.27543744,1.3704643,0.19885308,0.7126931,1.5186123,7.555995,1.4791842,5.3014235,0.10173646,0.08844854,-1.0084785,-0.97126937,0.23484321,0.21190743,2.4263434,1.5731924,0.8064092,4,9,2.0831575,1,1,0.14050664060966767
EF6FB588B90B86E7B11EA1DA8E66A579,1,3.1348786,13.412765,1.9376196,13.683134,1.3802341,5.905413,1.6733787,11.81711,0.9033981,0.89137447,5.525067,4.3099527,2.6643534,1.4263233,5.8957386,2.3693066,0.95159584,3,17,27.095898,2,2,0.39556863540246984
1372264AA974605C750DFDD62BFC4062,1,216714.4,2.0337936e+06,217251.2,2.0361896e+06,5.6478333,53.00306,5.6422095,52.88168,0.98717654,0.9870475,495169.75,659863.8,354393.72,355175.6,11.142315,1.0777726,0.5176097,1,33,4.0699832e+06,3,1,0.6771683561150968
40A9350605B9FF747D0880B85A83450A,1,858260.0,2.195848e+07,858704.3,2.19631e+07,20.672867,528.91284,20.611845,527.18964,0.9944526,0.9944784,1.9610391e+06,2.608174e+06,41536.176,41660.73,11.146289,1.0780237,0.51784194,1,16,4.392158e+07,1,1,0.6657639113450654
BBA036B96BAF5611A21610411E511ACD,1,0.983534,1.9023186,0.5685474,1.3853008,0.8721614,1.6869056,1.1494784,2.800775,0.6978352,0.5588926,0.60945326,0.15161748,0.6961271,0.50539595,1.6284133,0.9175927,0.31372398,0,9,3.1665292,1,1,0.2241870596581816
BED1B8C8272AA25499B0E458E1419EC7,1,5.1168385e+06,1.4466732e+07,5.1197575e+06,1.4473215e+07,3.4781017,9.833566,3.4779794,9.832016,0.9984777,0.9984777,1.1691478e+07,1.5550434e+07,1.0472919e+07,1.0478565e+07,11.146641,1.1776636,0.60456175,1,25,2.8939948e+07,1,1,0.943689329399745
010AD5065C4D231D00D36E36D3BEB859,1,0.80893886,2.228704,0.5590125,2.3701675,2.5779743,7.102566,3.277367,13.89577,0.58023065,0.54808164,0.21052037,0.1226566,1.3496081,0.86719924,1.6236778,1.0362025,0.46004593,0,29,4.598871,2,1,0.2267891547954656
870F304A240856A5D2384EFCA1203170,1,0.9595454,5.1811395,0.8603205,4.9777317,1.23327,6.6591372,1.7562325,10.161392,0.6842893,0.7586759,0.55464166,1.0378311,0.6218761,0.52854896,1.8964251,0.98861295,0.38003457,0,19,10.158871,3,1,0.2609973905801902
39CC2B755A9339443E0155634CA7C6D4,1,0.83038056,1.8679719,0.65557206,2.304317,1.042819,2.34586,1.5409929,5.4165454,0.5975953,0.64032304,0.25951257,0.41594073,0.91268665,0.5645222,1.4137846,1.0917243,0.53002036,0,1,4.172289,1,1,0.25296273274552383
975FC40987A3E65602FFFFAF20DEC596,1,0.67832464,3.3672943,0.62743545,3.9739618,1.8055911,8.963196,2.2299774,14.123915,0.46350336,0.6168692,-0.08792044,0.3304803,0.80445176,0.65616727,1.9823188,1.4715632,0.76587456,4,13,7.341256,1,1,0.2643644984000292
E30540A0B79E99305047DDF487494A16,1,1.0666047,3.4583268,0.77928567,2.024866,1.0242958,3.3211458,1.0522391,2.7340977,0.7402792,0.7191991,0.79926187,0.79170084,0.7974183,0.6276771,6.093008,1.9299396,0.9005083,3,0,4.3607492,3,2,0.3392462153662086
4E954A4E6F17FC88B0CB8084B6B12364,1,0.6060018,1.1979592,0.49707866,1.5036731,1.0922354,2.159158,1.4513808,4.390457,0.38996828,0.47219858,-0.25317112,-0.06545736,0.6362529,0.4881482,1.5240993,0.7042126,0.14472224,0,9,2.6694605,2,1,0.14204434680034783
D1160194CE7C012ACED86C7418BB5340,1,0.82373625,4.292391,0.52700555,1.6841383,1.443268,7.520697,1.440175,4.602331,0.59178984,0.5099982,0.24433097,0.025440753,0.4921122,0.38796344,3.008236,1.4025922,0.73563486,7,0,5.5243587,2,2,0.2630801806125473
4A98563829B8F0D1BF6A4A6B3A367FC9,1,1.094195,4.2416553,0.9079498,3.9049678,1.1364938,4.4056273,1.5197499,6.5362372,0.75305104,0.7796269,0.86230296,1.1824974,1.109376,1.0033926,3.5306542,1.3320609,0.69817066,7,26,8.146624,2,1,0.32043292909963644
461A116AD32BA0FF8ED82D320217C22E,1,2.931362,12.402002,3.0772421,14.50681,1.5397753,6.51448,2.7894542,13.150114,0.9019274,0.90161777,5.060051,7.7713723,4.688618,5.341835,2.339933,2.6937482,0.96908945,0,30,26.908813,2,1,0.39939828339374056
ABD3396FAE9A0AFACC1A0411C96FB74A,1,0.97462374,4.247215,0.72666836,2.4561996,2.6642957,11.610466,2.4931812,8.42716,0.6929071,0.6886756,0.5890942,0.6318842,1.3165759,1.1540979,6.510703,2.17111,0.93469566,3,0,6.7034144,2,2,0.3328730597085872
0A2F5CBB74C654F66595674287770BE2,1,304127.0,2.0041922e+06,304693.5,2.006309e+06,5.171527,34.08028,5.165886,34.0157,0.98911166,0.9891632,694899.06,925455.7,753890.5,755165.0,11.141781,1.1017166,0.5388188,1,29,4.0105012e+06,2,1,0.8505729368351835
9C2EF537274B51FA8FD24543A8E078D0,1,0.5435889,3.1038423,0.43546233,3.0948734,1.8214641,10.400391,1.8465602,13.123684,0.3287664,0.38715586,-0.39577857,-0.252607,0.3614085,0.25645006,1.5754287,0.6144696,0.09270583,0,14,6.1987157,1,1,0.11314626871146645
C8B41569B929459C4CBB615553BA0B2D,1,43650.31,533240.44,43784.08,534051.6,11.235516,137.2552,11.166485,136.20203,0.97577214,0.9758753,99735.08,132985.48,3890.1633,3921.0557,11.134079,0.85984355,0.2594628,1,10,1.067292e+06,2,2,0.34860574974301023
EA64171AF04C9EE905F4921C02F17952,1,0.780618,1.4561058,0.53969896,1.5212524,0.957133,1.7853637,1.1010536,3.1035457,0.55669945,0.5256083,0.14580998,0.06399492,0.67497545,0.5911929,5.9653,0.8174377,0.22499162,3,17,2.9513335,2,1,0.18583153886753373
B3B4BDA2A3B34F3D8C56B25AD104EC7C,1,0.68378466,2.7677248,0.42380917,1.8321116,1.38446,5.6038165,1.6599066,7.175716,0.46848312,0.37084913,-0.07544482,-0.28800157,0.5526486,0.4435511,2.4594185,1.1836516,0.6090771,7,0,3.2994814,3,1,0.20638001175601292
481AFF61645E4ADF79F86B230A288726,1,1.3514752,6.0369754,1.0346818,5.878538,1.5372206,6.8666916,2.3189723,13.175226,0.84567946,0.8269732,1.4501634,1.5674253,1.6521006,1.1812192,2.0921342,1.650542,0.8307403,5,25,11.424313,2,1,0.36015520911608584
1C00BB2E851B50CF3DA33517F71D23C5,1,1.0877534,2.6532862,0.7976575,2.7841256,1.0636094,2.5943933,1.2086431,4.2186203,0.74990326,0.72913283,0.84758455,0.84750223,1.599559,1.2345604,3.7286947,2.815107,0.9738112,7,30,5.054358,1,1,0.35277896276380677
C4E56354666D71B76DD0880E7979B328,1,0.68326896,1.615149,0.4394884,1.5154597,1.4466683,3.419715,1.3722315,4.731777,0.46819928,0.3932967,-0.07662314,-0.24037842,1.1369551,0.68427444,3.4048817,1.1144675,0.550378,7,30,2.8113308,1,1,0.2010576187898623
EA85331658140AAD231ED5858BAE64FC,1,39.742733,581.40796,36.88395,624.2828,1.6016676,23.431261,2.0316682,34.387188,0.9307996,0.93105763,89.17046,110.45378,74.933235,69.364204,9.26062,3.0519032,0.98064864,1,28,1205.6907,1,1,0.40963936460252676
E0C06F119A4F7B63634DB27A6ACE3BF4,1,2.9906547,20.67633,2.179341,13.307233,2.2147272,15.31184,2.2619848,13.811864,0.9022886,0.8945997,5.1955295,5.0441427,5.653538,3.7562273,3.1124742,3.421421,0.9893181,4,31,31.865269,2,2,0.40137511618164995
DE8AB3DDAA5E8276CC6FB05D045345D2,1,1.017928,3.709331,0.7430065,2.4494488,1.1643095,4.2427464,1.2424312,4.0958877,0.7166963,0.6989189,0.68804026,0.6815088,1.0419142,0.843544,4.968094,3.5161564,0.99081457,3,0,4.9931517,2,1,0.346011371670455
2BBB4ECA7499E5F785B1EDF1FC754834,1,0.86019737,1.8069818,0.6467249,1.7795515,0.91921926,1.9309667,1.1205912,3.0834594,0.6195268,0.6330211,0.32764107,0.38906884,0.8859742,0.68383855,2.5962472,0.71377987,0.15101787,7,2,3.5743754,2,1,0.19986862913814332
98E17AD63667CC656B73F999F6FBACA8,1,0.84709257,5.1191483,0.7349234,4.6039734,2.2052886,13.326996,2.4452505,15.318422,0.6108316,0.69381016,0.2976979,0.6569577,1.5282389,1.2966807,3.017395,0.97497696,0.36646283,7,29,9.723122,2,1,0.23885644572412362
C51F242260112636B95F316656301FAF,1,0.97674304,2.5328937,0.856723,2.9603987,1.0302728,2.6717074,1.2293493,4.2480054,0.69393915,0.75710195,0.5939366,1.0269042,1.0236367,0.622596,2.1804595,0.91503406,0.31163403,7,1,5.4932923,1,1,0.2522077238079265
FD861B89684BFD02A12356707D461578,1,0.59797406,1.791587,0.39762273,2.2165592,1.277822,3.8284762,1.5606867,8.700092,0.38233092,0.3343138,-0.2715137,-0.36753863,0.93413115,0.6390267,4.2419944,1.9419467,0.90254664,3,30,3.9737017,2,1,0.23125889150798445
77DD7F0F61508AD1F2D8A9CA1DD8D396,1,1.4697319,4.3480673,1.044595,4.0008574,1.29578,3.8334465,1.3801645,5.286107,0.86381817,0.82934695,1.7203684,1.597535,0.94698864,0.48902318,5.3223186,1.654083,0.83182395,2,16,8.348925,2,1,0.36330298476636697
B765254800E48BB4887A3458A2FE4F7F,1,0.43828595,1.7105798,0.31258482,1.7509873,2.4246213,9.463019,2.5892746,14.50418,0.22844906,0.21787032,-0.63638556,-0.62582755,0.3363832,0.27229327,1.5621054,1.1450698,0.5775215,4,13,3.461567,2,1,0.14449129939479727
